Generation,ID,Fitness,Lives lost,Money earned,Money spent,Waves Survived
0,0,1.4575063613231554,11,810,910,19
0,1,1.65470737913486,1,910,1610,19
0,2,0.989821882951654,10,820,1490,19
0,3,1.243765903307888,11,810,630,19
0,4,2.0707379134860053,1,910,700,19
0,5,0.946055979643766,11,810,1580,19
0,6,1.4346055979643766,11,810,810,19
0,7,0.9155216284987278,11,810,1620,19
0,8,0.9536895674300255,11,810,1570,19
0,9,1.1292620865139948,11,810,960,19
0,10,1.6432569974554707,1,910,1210,19
0,11,1.757760814249364,1,910,730,19
0,12,0.9994910941475827,11,810,1510,19
0,13,1.6470737913486007,1,910,1240,19
0,14,0.9155216284987278,11,810,1620,19
0,15,0.9821882951653944,10,820,1320,19
0,16,1.5338422391857507,11,810,660,19
0,17,1.6623409669211195,1,910,1390,19
0,18,0.9307888040712469,11,810,1600,19
0,19,1.2804071246819337,14,735,380,19
0,20,1.6585241730279898,1,910,1240,19
0,21,1.1292620865139948,11,810,960,19
0,22,1.495674300254453,11,810,860,19
0,23,2.900763358778626,0,1160,1380,19
0,24,0.9002544529262086,11,810,1640,19
0,25,2.9083969465648853,0,1160,1630,19
0,26,1.7254452926208652,2,900,1210,19
0,27,1.6661577608142495,1,910,1560,19
0,28,2.885496183206107,0,1160,1660,19
0,29,1.495674300254453,11,810,350,19
0,30,1.228498727735369,11,810,780,19
0,31,1.6432569974554707,1,910,830,19
0,32,1.6279898218829518,1,910,1610,19
0,33,0.8849872773536896,11,810,1610,19
0,34,1.6483460559796437,11,810,610,19
0,35,0.9155216284987278,11,810,1620,19
0,36,1.5872773536895677,11,810,480,19
0,37,1.281933842239186,11,810,760,19
0,38,0.9155216284987278,11,810,1240,19
0,39,1.8798982188295166,1,910,1330,19
0,40,1.6585241730279898,1,910,1240,19
0,41,2.984732824427481,0,1160,1530,19
0,42,1.6661577608142495,1,910,1610,19
0,43,1.5804071246819338,2,900,1070,19
0,44,0.946055979643766,11,810,1530,19
0,45,1.2055979643765904,11,810,860,19
0,46,0.8849872773536896,11,810,1530,19
0,47,0.9155216284987278,11,810,1490,19
0,48,1.64529262086514,2,900,1110,19
0,49,1.773027989821883,1,910,1210,19
0,50,0.9307888040712469,11,810,830,19
0,51,1.6279898218829518,1,910,1230,19
0,52,1.6330788804071248,11,810,630,19
0,53,0.9155216284987278,11,810,1190,19
0,54,1.673791348600509,1,910,1040,19
0,55,1.2513994910941477,11,810,750,19
0,56,1.1063613231552163,11,810,1320,19
0,57,0.9002544529262086,11,810,1410,19
0,58,2.9465648854961835,0,1160,1530,19
0,59,2.4791348600508907,1,910,400,19
0,60,1.6279898218829518,1,910,1480,19
0,61,1.4193384223918577,11,810,580,19
0,62,1.6623409669211195,1,910,1470,19
0,63,1.1674300254452925,11,810,530,19
0,64,1.0147582697201019,11,810,1490,19
0,65,1.4269720101781171,11,810,590,19
0,66,0.9994910941475827,11,810,1130,19
0,67,0.9002544529262086,11,810,880,19
0,68,1.2666666666666666,11,810,1110,19
0,69,1.956234096692112,1,910,1230,19
0,70,1.3048346055979643,11,810,1060,19
0,71,1.7806615776081425,1,910,1370,19
0,72,1.6814249363867684,1,910,1160,19
0,73,1.283206106870229,6,860,1610,19
0,74,0.9765903307888041,11,810,1060,19
0,75,1.6279898218829518,1,910,1560,19
0,76,0.9002544529262086,11,810,1540,19
0,77,1.4127226463104328,4,880,1650,19
0,78,1.9486005089058525,1,910,1140,19
0,79,1.8493638676844784,1,910,1320,19
0,80,0.9765903307888041,11,810,1160,19
0,81,1.6776081424936387,1,910,1420,19
0,82,1.0910941475826972,11,810,1260,19
0,83,1.0681933842239186,11,810,1420,19
0,84,0.8888040712468194,11,810,1610,19
0,85,1.495674300254453,11,810,860,19
0,86,1.8188295165394401,1,910,1410,19
0,87,1.281933842239186,11,810,1140,19
0,88,1.7908396946564884,6,860,830,19
0,89,1.1521628498727736,11,810,930,19
0,90,1.7806615776081425,1,910,1460,19
0,91,1.639440203562341,1,910,1470,19
0,92,1.6623409669211195,1,910,960,19
0,93,2.4753180661577607,1,910,550,19
0,94,0.9002544529262086,11,810,1540,19
0,95,1.1618320610687023,12,720,880,19
0,96,0.9765903307888041,11,810,1540,19
0,97,1.610178117048346,11,810,660,19
0,98,1.6279898218829518,1,910,1660,19
0,99,1.6279898218829518,1,910,1430,19
1,0,1.9333333333333333,1,910,1260,19
1,1,2.4142493638676843,1,910,630,19
1,2,1.9944020356234098,1,910,1180,19
1,3,2.2806615776081425,1,910,660,19
1,4,2.086005089058524,1,910,680,19
1,5,1.6508905852417302,1,910,1630,19
1,6,2.3608142493638677,1,910,700,19
1,7,0.8849872773536896,11,810,1560,19
1,8,2.9083969465648853,0,1160,1630,19
1,9,2.8893129770992365,0,1160,1380,19
1,10,1.6585241730279898,1,910,1490,19
1,11,1.6814249363867684,1,910,1360,19
1,12,2.223409669211196,1,910,750,19
1,13,1.8188295165394401,1,910,1360,19
1,14,1.719592875318066,1,910,1540,19
1,15,1.2590330788804072,11,810,1040,19
1,16,1.6814249363867684,1,910,1490,19
1,17,2.3760814249363866,1,910,680,19
1,18,1.7806615776081425,1,910,1360,19
1,19,2.074554707379135,1,910,1030,19
1,20,2.009669211195929,1,910,780,19
1,21,1.9333333333333333,1,910,1160,19
1,22,1.7806615776081425,1,910,1410,19
1,23,2.4753180661577607,1,910,550,19
1,24,2.0325699745547077,1,910,750,19
1,25,2.9389312977099236,0,1160,1330,19
1,26,1.6814249363867684,1,910,1330,19
1,27,3.0,0,1160,1380,19
1,28,1.7424936386768448,1,910,1510,19
1,29,1.9180661577608142,1,910,900,19
1,30,2.885496183206107,0,1160,1530,19
1,31,2.9083969465648853,0,1160,1630,19
1,32,1.7424936386768448,1,910,1460,19
1,33,1.6814249363867684,1,910,1590,19
1,34,1.4804071246819337,11,810,830,19
1,35,1.7806615776081425,1,910,1080,19
1,36,0.8849872773536896,11,810,1180,19
