Generation,ID,Fitness,Lives lost,Money earned,Money spent,Waves Survived
0,68,1.9666666666666668,11,810,330,10
0,69,0,15,0,340,2
0,70,2.8533333333333335,1,910,400,10
0,71,2.376666666666667,5,815,410,10
0,72,0,15,0,80,2
0,73,0,15,0,330,2
0,74,0,15,0,0,2
0,75,1.76,12,760,100,10
0,76,0,15,0,320,2
0,77,0,15,0,180,2
0,78,0,15,130,430,3
0,79,0,15,70,260,3
0,80,0,15,110,200,3
0,81,2.7933333333333334,1,910,430,10
0,82,0,15,0,0,2
0,83,0,15,0,0,2
0,84,0,15,0,50,2
0,85,0,15,0,80,2
0,86,4.42,0,1160,450,10
0,87,0,15,0,480,2
0,88,2.7933333333333334,1,910,480,10
0,89,0,15,635,130,9
0,90,0,15,0,0,2
0,91,2.8066666666666666,2,900,430,10
0,92,2.62,3,890,100,10
0,93,0,15,100,360,3
0,94,1.8866666666666667,11,810,450,10
0,95,1.5766666666666667,14,735,480,10
0,96,0,15,145,430,3
0,97,0,15,130,50,3
0,98,0,15,45,480,2
0,99,0,15,10,80,2
1,0,0,15,330,410,6
1,1,2.7733333333333334,1,910,310,10
1,2,2.626666666666667,8,1080,500,10
1,3,2.7533333333333334,1,910,450,10
1,4,2.086666666666667,11,810,400,10
1,5,4.42,0,1160,400,10
1,6,2.833333333333333,1,910,460,10
1,7,3.0599999999999996,3,1130,500,10
1,8,4.32,0,1160,450,10
1,9,4.42,0,1160,450,10
1,10,0,15,125,460,3
1,11,2.953333333333333,1,910,400,10
1,12,0,15,190,310,4
1,13,3.1533333333333333,1,910,300,10
1,14,2.833333333333333,1,910,460,10
1,15,4.32,0,1160,450,10
1,16,1.9433333333333334,13,715,310,10
1,17,0,15,315,390,6
1,18,3.2866666666666666,2,1140,430,10
1,19,2.7533333333333334,1,910,450,10
1,20,2.7933333333333334,1,910,480,10
1,21,2.8533333333333335,1,910,400,10
1,22,3.013333333333333,4,1120,480,10
1,23,2.7933333333333334,1,910,480,10
1,24,3.373333333333333,1,1150,430,10
1,25,2.833333333333333,1,910,460,10
1,26,3.013333333333333,4,1120,480,10
1,27,2.626666666666667,2,860,480,10
1,28,0,15,190,330,4
1,29,2.953333333333333,1,910,400,10
1,30,2.22,6,800,490,10
1,31,2.666666666666667,2,860,460,10
1,32,2.833333333333333,1,910,460,10
1,33,3.0599999999999996,3,1130,500,10
1,34,2.833333333333333,1,910,330,10
1,35,2.7533333333333334,1,910,450,10
1,36,4.359999999999999,0,1160,480,10
1,37,3.0533333333333337,1,910,300,10
1,38,2.9333333333333336,4,880,280,10
1,39,3.2733333333333334,1,1150,430,10
1,40,2.8533333333333335,1,910,400,10
1,41,2.7733333333333334,1,910,360,10
1,42,4.359999999999999,0,1160,480,10
1,43,3.4466666666666668,2,1140,350,10
1,44,0,15,250,410,5
1,45,2.833333333333333,1,910,460,10
1,46,4.32,0,1160,500,10
1,47,2.78,9,1070,330,10
1,48,0,15,0,0,2
1,49,2.076666666666666,14,735,230,10
1,50,0,15,110,130,3
1,51,3.1733333333333333,4,1120,400,10
1,52,0,15,0,150,2
1,53,2.7266666666666666,8,1080,450,10
1,54,2.7933333333333334,1,910,480,10
1,55,2.8933333333333335,1,910,380,10
1,56,0,15,110,250,3
1,57,0,15,0,160,2
1,58,2.7533333333333334,1,910,500,10
1,59,1.9866666666666668,11,810,400,10
1,60,2.626666666666667,2,860,430,10
1,61,2.9266666666666667,5,1110,480,10
1,62,4.42,0,1160,450,10
1,63,2.4533333333333336,10,1060,450,10
1,64,2.7533333333333334,1,910,450,10
1,65,0,15,145,50,3
1,66,2.8533333333333335,1,910,450,10
1,67,2.54,9,1070,450,10
1,68,2.8933333333333335,1,910,380,10
1,69,3.013333333333333,4,1120,480,10
1,70,0,15,290,400,6
1,71,1.9666666666666668,11,810,460,10
1,72,4.42,0,1160,450,10
1,73,2.7933333333333334,1,910,430,10
1,74,2.986666666666667,2,860,300,10
1,75,2.716666666666667,2,860,390,10
1,76,2.7933333333333334,1,910,480,10
1,77,1.5866666666666667,14,730,340,10
1,78,2.3733333333333335,10,820,250,10
1,79,2.7933333333333334,1,910,480,10
1,80,3.0599999999999996,3,1130,500,10
1,81,2.953333333333333,1,910,350,10
1,82,2.8066666666666666,2,900,430,10
1,83,3.1466666666666665,2,1140,500,10
1,84,2.7933333333333334,1,910,430,10
1,85,3.0599999999999996,3,1130,500,10
1,86,4.32,0,1160,450,10
1,87,2.7933333333333334,1,910,480,10
1,88,0,15,0,500,2
1,89,0,15,0,0,2
1,90,0,15,495,310,8
1,91,0,15,270,230,5
1,92,1.9666666666666668,11,810,330,10
1,93,3.373333333333333,1,1150,430,10
1,94,3.0599999999999996,3,1130,500,10
1,95,2.8533333333333335,1,910,400,10
1,96,2.7933333333333334,1,910,430,10
1,97,1.9066666666666667,11,810,440,10
1,98,2.8533333333333335,1,910,450,10
1,99,3.0933333333333337,1,910,280,10
2,0,3.533333333333333,1,1150,350,10
2,1,3.2733333333333334,1,1150,430,10
2,2,3.2333333333333334,1,1150,450,10
2,3,3.2866666666666666,2,1140,430,10
2,4,3.4466666666666668,2,1140,350,10
2,5,4.32,0,1160,500,10
2,6,4.359999999999999,0,1160,480,10
2,7,2.2266666666666666,11,810,280,10
2,8,4.359999999999999,0,1160,480,10
2,9,4.359999999999999,0,1160,480,10
2,10,4.42,0,1160,450,10
2,11,4.32,0,1160,500,10
2,12,2.126666666666667,11,810,250,10
2,13,1.9266666666666667,11,810,350,10
2,14,3.2733333333333334,1,1150,430,10
2,15,4.32,0,1160,500,10
2,16,2.7533333333333334,1,910,400,10
2,17,4.42,0,1160,450,10
2,18,2.9533333333333336,10,1060,250,10
2,19,4.42,0,1160,400,10
2,20,4.52,0,1160,400,10
2,21,3.0999999999999996,3,1130,430,10
2,22,4.359999999999999,0,1160,480,10
2,23,4.359999999999999,0,1160,480,10
2,24,3.2333333333333334,1,1150,450,10
2,25,2.4466666666666668,8,840,350,10
2,26,2.833333333333333,1,910,410,10
2,27,2.953333333333333,1,910,400,10
2,28,4.32,0,1160,400,10
2,29,2.94,6,1100,430,10
2,30,0,15,690,230,9
2,31,2.336666666666667,14,735,50,10
2,32,2.2266666666666666,11,810,330,10
2,33,4.32,0,1160,500,10
2,34,4.32,0,1160,450,10
2,35,2.486666666666667,11,810,200,10
2,36,4.32,0,1160,500,10
2,37,4.32,0,1160,450,10
2,38,1.9066666666666667,11,810,360,10
2,39,2.126666666666667,11,810,380,10
2,40,4.32,0,1160,450,10
2,41,4.359999999999999,0,1160,480,10
2,42,4.5600000000000005,0,1160,380,10
2,43,4.359999999999999,0,1160,480,10
2,44,4.359999999999999,0,1160,480,10
2,45,3.2333333333333334,1,1150,450,10
2,46,3.2333333333333334,1,1150,450,10
2,47,4.32,0,1160,500,10
2,48,3.2333333333333334,1,1150,500,10
2,49,4.32,0,1160,500,10
2,50,4.32,0,1160,450,10
2,51,4.32,0,1160,500,10
2,52,4.32,0,1160,500,10
2,53,4.32,0,1160,500,10
2,54,2.1866666666666665,11,810,350,10
2,55,4.32,0,1160,450,10
2,56,4.32,0,1160,450,10
2,57,4.32,0,1160,450,10
2,58,4.32,0,1160,500,10
2,59,2.3866666666666667,11,810,200,10
2,60,2.3266666666666667,11,810,280,10
2,61,3.0933333333333337,1,910,330,10
2,62,4.46,0,1160,430,10
2,63,4.359999999999999,0,1160,480,10
2,64,4.32,0,1160,500,10
2,65,2.7533333333333334,1,910,450,10
2,66,2.7933333333333334,1,910,480,10
2,67,2.7933333333333334,10,1060,330,10
2,68,4.32,0,1160,450,10
2,69,2.086666666666667,11,810,350,10
2,70,3.1866666666666665,2,1140,430,10
2,71,3.1866666666666665,2,1140,430,10
2,72,4.359999999999999,0,1160,480,10
2,73,4.359999999999999,0,1160,430,10
2,74,1.9666666666666668,11,810,360,10
2,75,4.359999999999999,0,1160,480,10
2,76,3.2333333333333334,1,1150,450,10
2,77,4.46,0,1160,430,10
2,78,3.2733333333333334,1,1150,430,10
2,79,4.42,0,1160,450,10
2,80,4.32,0,1160,450,10
2,81,2.7533333333333334,1,910,500,10
2,82,4.32,0,1160,450,10
2,83,4.32,0,1160,500,10
2,84,4.32,0,1160,450,10
2,85,4.32,0,1160,500,10
2,86,3.333333333333333,1,1150,400,10
2,87,4.32,0,1160,450,10
2,88,4.42,0,1160,450,10
2,89,3.1866666666666665,2,1140,430,10
2,90,4.42,0,1160,450,10
2,91,3.533333333333333,1,1150,350,10
2,92,3.0433333333333334,4,880,180,10
2,93,3.2,3,1130,430,10
2,94,4.359999999999999,0,1160,480,10
2,95,3.373333333333333,1,1150,430,10
2,96,3.2,3,1130,430,10
2,97,3.2733333333333334,1,1150,350,10
2,98,2.7633333333333336,1,910,430,10
2,99,3.2733333333333334,1,1150,430,10
3,0,4.42,0,1160,450,10
3,1,4.359999999999999,0,1160,480,10
3,2,4.32,0,1160,450,10
3,3,4.359999999999999,0,1160,480,10
3,4,4.359999999999999,0,1160,480,10
3,5,4.42,0,1160,450,10
3,6,4.359999999999999,0,1160,480,10
3,7,4.42,0,1160,450,10
3,8,4.359999999999999,0,1160,480,10
3,9,4.42,0,1160,400,10
3,10,4.42,0,1160,450,10
3,11,4.32,0,1160,450,10
3,12,3.285333333333333,1,1150,400,10
3,13,4.42,0,1160,400,10
3,14,3.2866666666666666,2,1140,430,10
3,15,4.359999999999999,0,1160,480,10
3,16,4.32,0,1160,450,10
3,17,4.359999999999999,0,1160,480,10
3,18,4.42,0,1160,450,10
3,19,4.390000000000001,0,1160,450,10
3,20,4.359999999999999,0,1160,480,10
3,21,4.359999999999999,0,1160,480,10
3,22,4.359999999999999,0,1160,480,10
3,23,4.359999999999999,0,1160,430,10
3,24,4.359999999999999,0,1160,480,10
3,25,4.52,0,1160,400,10
3,26,4.359999999999999,0,1160,480,10
3,27,2.833333333333333,1,910,330,10
3,28,4.32,0,1160,450,10
3,29,4.32,0,1160,400,10
3,30,4.359999999999999,0,1160,480,10
3,31,4.42,0,1160,450,10
3,32,3.1533333333333333,1,910,250,10
3,33,4.62,0,1160,350,10
3,34,4.32,0,1160,450,10
3,35,0,15,230,130,5
3,36,4.359999999999999,0,1160,480,10
3,37,4.42,0,1160,400,10
3,38,3.373333333333333,1,1150,430,10
3,39,4.32,0,1160,400,10
3,40,4.359999999999999,0,1160,480,10
3,41,4.359999999999999,0,1160,480,10
3,42,4.359999999999999,0,1160,480,10
3,43,4.359999999999999,0,1160,480,10
3,44,4.42,0,1160,450,10
3,45,4.42,0,1160,450,10
3,46,4.359999999999999,0,1160,480,10
3,47,4.359999999999999,0,1160,480,10
3,48,4.46,0,1160,430,10
3,49,4.359999999999999,0,1160,480,10
3,50,4.359999999999999,0,1160,430,10
3,51,4.359999999999999,0,1160,480,10
3,52,4.32,0,1160,400,10
3,53,4.5600000000000005,0,1160,380,10
3,54,2.1866666666666665,11,810,350,10
3,55,3.1866666666666665,2,1140,430,10
3,56,4.32,0,1160,500,10
3,57,4.359999999999999,0,1160,480,10
3,58,4.52,0,1160,400,10
3,59,3.0999999999999996,3,1130,480,10
3,60,4.359999999999999,0,1160,480,10
3,61,4.359999999999999,0,1160,480,10
3,62,0,15,700,460,9
3,63,4.359999999999999,0,1160,480,10
3,64,4.32,0,1160,500,10
3,65,4.42,0,1160,450,10
3,66,4.359999999999999,0,1160,480,10
3,67,4.32,0,1160,500,10
3,68,3.0999999999999996,3,1130,430,10
3,69,2.9333333333333336,1,910,410,10
3,70,4.42,0,1160,450,10
3,71,3.1866666666666665,2,1140,430,10
3,72,4.42,0,1160,450,10
3,73,3.2733333333333334,1,1150,430,10
3,74,3.2733333333333334,1,1150,430,10
3,75,4.32,0,1160,500,10
3,76,4.359999999999999,0,1160,480,10
3,77,4.32,0,1160,500,10
3,78,2.9333333333333336,1,910,410,10
3,79,3.2733333333333334,1,1150,430,10
3,80,4.32,0,1160,450,10
3,81,4.359999999999999,0,1160,480,10
3,82,4.359999999999999,0,1160,480,10
3,83,4.359999999999999,0,1160,480,10
3,84,4.42,0,1160,450,10
3,85,4.359999999999999,0,1160,480,10
3,86,4.42,0,1160,450,10
3,87,4.359999999999999,0,1160,480,10
3,88,4.32,0,1160,400,10
3,89,4.42,0,1160,450,10
3,90,3.373333333333333,1,1150,430,10
3,91,3.2733333333333334,1,1150,430,10
3,92,4.32,0,1160,500,10
3,93,4.359999999999999,0,1160,480,10
3,94,4.359999999999999,0,1160,480,10
3,95,3.2733333333333334,1,1150,430,10
3,96,3.2733333333333334,1,1150,430,10
3,97,4.46,0,1160,380,10
3,98,3.0933333333333337,1,910,330,10
3,99,2.0766666666666667,11,810,360,10
4,0,4.52,0,1160,400,10
4,1,4.42,0,1160,450,10
4,2,4.32,0,1160,400,10
4,3,4.32,0,1160,450,10
4,4,4.32,0,1160,450,10
4,5,4.359999999999999,0,1160,480,10
4,6,4.42,0,1160,450,10
4,7,4.32,0,1160,500,10
4,8,4.32,0,1160,500,10
4,9,4.32,0,1160,450,10
4,10,2.3866666666666667,11,810,200,10
4,11,4.52,0,1160,350,10
4,12,4.32,0,1160,450,10
4,13,2.7533333333333334,1,910,400,10
4,14,2.3866666666666667,11,810,250,10
4,15,4.359999999999999,0,1160,480,10
4,16,4.359999999999999,0,1160,430,10
4,17,4.42,0,1160,450,10
4,18,4.42,0,1160,450,10
4,19,4.32,0,1160,500,10
4,20,4.52,0,1160,400,10
4,21,4.32,0,1160,400,10
4,22,4.32,0,1160,500,10
4,23,2.8933333333333335,1,910,430,10
4,24,4.62,0,1160,350,10
4,25,4.52,0,1160,400,10
4,26,4.359999999999999,0,1160,380,10
4,27,2.3866666666666667,11,810,200,10
4,28,4.359999999999999,0,1160,480,10
4,29,4.359999999999999,0,1160,480,10
4,30,4.32,0,1160,400,10
4,31,4.359999999999999,0,1160,480,10
4,32,4.46,0,1160,430,10
4,33,4.42,0,1160,400,10
4,34,4.359999999999999,0,1160,430,10
4,35,4.42,0,1160,450,10
4,36,4.52,0,1160,350,10
4,37,4.32,0,1160,400,10
4,38,4.32,0,1160,500,10
4,39,4.359999999999999,0,1160,350,10
4,40,4.32,0,1160,500,10
4,41,4.359999999999999,0,1160,480,10
4,42,4.42,0,1160,450,10
4,43,4.42,0,1160,450,10
4,44,4.42,0,1160,400,10
4,45,4.359999999999999,0,1160,480,10
4,46,4.359999999999999,0,1160,480,10
4,47,4.32,0,1160,450,10
4,48,2.486666666666667,11,810,200,10
4,49,4.42,0,1160,450,10
4,50,4.42,0,1160,450,10
4,51,4.42,0,1160,450,10
4,52,4.52,0,1160,400,10
4,53,4.359999999999999,0,1160,480,10
4,54,4.32,0,1160,500,10
4,55,4.32,0,1160,450,10
4,56,4.359999999999999,0,1160,480,10
4,57,4.42,0,1160,450,10
4,58,4.32,0,1160,450,10
4,59,3.1866666666666665,2,1140,350,10
4,60,4.42,0,1160,450,10
4,61,4.5600000000000005,0,1160,380,10
4,62,4.32,0,1160,450,10
4,63,4.32,0,1160,450,10
4,64,4.42,0,1160,400,10
4,65,4.62,0,1160,350,10
4,66,4.42,0,1160,450,10
4,67,4.32,0,1160,500,10
4,68,4.52,0,1160,400,10
4,69,4.32,0,1160,450,10
4,70,4.32,0,1160,500,10
4,71,4.359999999999999,0,1160,430,10
4,72,1.9866666666666668,11,810,400,10
4,73,4.359999999999999,0,1160,430,10
4,74,3.1533333333333333,1,910,300,10
4,75,4.32,0,1160,500,10
4,76,4.359999999999999,0,1160,480,10
4,77,4.32,0,1160,450,10
4,78,4.42,0,1160,350,10
4,79,4.52,0,1160,400,10
4,80,4.359999999999999,0,1160,480,10
4,81,4.52,0,1160,350,10
4,82,3.2,6,1100,250,10
4,83,4.359999999999999,0,1160,430,10
4,84,4.32,0,1160,450,10
4,85,4.4,0,1160,460,10
4,86,4.32,0,1160,500,10
4,87,4.32,0,1160,400,10
4,88,4.32,0,1160,450,10
4,89,4.42,0,1160,450,10
4,90,4.32,0,1160,500,10
4,91,4.32,0,1160,500,10
4,92,4.52,0,1160,400,10
4,93,4.32,0,1160,500,10
4,94,4.46,0,1160,380,10
4,95,4.359999999999999,0,1160,480,10
4,96,4.32,0,1160,450,10
4,97,4.52,0,1160,400,10
4,98,4.4,0,1160,460,10
4,99,4.32,0,1160,450,10
5,0,4.52,0,1160,400,10
5,1,4.359999999999999,0,1160,430,10
5,2,4.52,0,1160,400,10
5,3,4.359999999999999,0,1160,480,10
5,4,4.52,0,1160,400,10
5,5,4.46,0,1160,430,10
5,6,4.359999999999999,0,1160,350,10
5,7,4.52,0,1160,400,10
5,8,4.359999999999999,0,1160,480,10
5,9,4.42,0,1160,450,10
5,10,4.359999999999999,0,1160,430,10
5,11,4.32,0,1160,500,10
5,12,4.52,0,1160,350,10
5,13,4.46,0,1160,430,10
5,14,4.42,0,1160,400,10
5,15,4.52,0,1160,400,10
5,16,4.52,0,1160,400,10
5,17,4.46,0,1160,430,10
5,18,4.32,0,1160,450,10
5,19,4.32,0,1160,500,10
5,20,4.42,0,1160,350,10
5,21,4.42,0,1160,450,10
5,22,4.52,0,1160,400,10
5,23,3.4333333333333336,1,1150,400,10
5,24,4.32,0,1160,450,10
5,25,4.5600000000000005,0,1160,380,10
5,26,4.52,0,1160,400,10
5,27,4.359999999999999,0,1160,480,10
5,28,4.359999999999999,0,1160,480,10
5,29,2.2966666666666664,11,810,200,10
5,30,2.953333333333333,1,910,350,10
5,31,4.46,0,1160,430,10
5,32,4.32,0,1160,500,10
5,33,4.42,0,1160,350,10
5,34,4.359999999999999,0,1160,430,10
5,35,4.42,0,1160,400,10
5,36,4.32,0,1160,500,10
5,37,3.4333333333333336,1,1150,400,10
5,38,4.42,0,1160,400,10
5,39,4.32,0,1160,500,10
5,40,4.32,0,1160,500,10
5,41,3.333333333333333,1,1150,400,10
5,42,4.359999999999999,0,1160,430,10
5,43,4.42,0,1160,450,10
5,44,4.4,0,1160,460,10
5,45,4.359999999999999,0,1160,480,10
5,46,4.359999999999999,0,1160,480,10
5,47,4.359999999999999,0,1160,430,10
5,48,4.32,0,1160,450,10
5,49,4.4,0,1160,460,10
5,50,4.42,0,1160,450,10
5,51,4.32,0,1160,500,10
5,52,4.390000000000001,0,1160,450,10
5,53,4.62,0,1160,350,10
5,54,4.42,0,1160,350,10
5,55,4.42,0,1160,400,10
5,56,4.359999999999999,0,1160,480,10
5,57,4.42,0,1160,450,10
5,58,4.42,0,1160,400,10
5,59,4.32,0,1160,500,10
5,60,4.359999999999999,0,1160,430,10
5,61,4.359999999999999,0,1160,430,10
5,62,4.42,0,1160,350,10
5,63,4.42,0,1160,350,10
5,64,4.52,0,1160,400,10
5,65,4.4,0,1160,460,10
5,66,4.32,0,1160,450,10
5,67,4.32,0,1160,500,10
5,68,3.0633333333333335,1,910,250,10
5,69,3.373333333333333,1,1150,430,10
5,70,4.359999999999999,0,1160,480,10
5,71,4.359999999999999,0,1160,480,10
5,72,4.359999999999999,0,1160,480,10
5,73,4.52,0,1160,350,10
5,74,4.359999999999999,0,1160,430,10
5,75,4.52,0,1160,400,10
5,76,4.46,0,1160,430,10
5,77,4.359999999999999,0,1160,480,10
5,78,4.359999999999999,0,1160,480,10
5,79,4.42,0,1160,450,10
5,80,4.32,0,1160,450,10
5,81,4.5600000000000005,0,1160,380,10
5,82,4.32,0,1160,400,10
5,83,4.52,0,1160,400,10
5,84,4.359999999999999,0,1160,350,10
5,85,4.32,0,1160,400,10
5,86,4.42,0,1160,450,10
5,87,4.52,0,1160,400,10
5,88,4.42,0,1160,400,10
5,89,4.32,0,1160,450,10
5,90,4.359999999999999,0,1160,430,10
5,91,4.32,0,1160,500,10
5,92,2.7533333333333334,1,910,400,10
5,93,3.1466666666666665,2,1140,400,10
5,94,4.62,0,1160,350,10
5,95,4.52,0,1160,350,10
5,96,4.52,0,1160,400,10
5,97,4.359999999999999,0,1160,480,10
5,98,4.42,0,1160,400,10
5,99,2.126666666666667,11,810,280,10
6,0,4.5600000000000005,0,1160,380,10
6,1,4.52,0,1160,400,10
6,2,4.42,0,1160,400,10
6,3,4.4,0,1160,460,10
6,4,4.42,0,1160,400,10
6,5,4.359999999999999,0,1160,480,10
6,6,4.359999999999999,0,1160,480,10
6,7,4.42,0,1160,450,10
6,8,4.359999999999999,0,1160,480,10
6,9,4.42,0,1160,400,10
6,10,4.359999999999999,0,1160,430,10
6,11,4.32,0,1160,450,10
6,12,4.359999999999999,0,1160,480,10
6,13,4.359999999999999,0,1160,480,10
6,14,4.52,0,1160,400,10
6,15,4.62,0,1160,350,10
6,16,4.359999999999999,0,1160,480,10
6,17,2.35,9,830,310,10
6,18,4.52,0,1160,400,10
6,19,4.52,0,1160,400,10
6,20,4.52,0,1160,350,10
6,21,4.359999999999999,0,1160,480,10
6,22,2.7666666666666666,8,1080,430,10
6,23,4.32,0,1160,500,10
6,24,4.359999999999999,0,1160,480,10
6,25,4.46,0,1160,430,10
6,26,4.32,0,1160,500,10
6,27,2.84,9,1070,350,10
6,28,4.52,0,1160,400,10
6,29,4.42,0,1160,400,10
6,30,4.52,0,1160,400,10
6,31,2.8633333333333333,1,910,350,10
6,32,4.32,0,1160,500,10
6,33,4.32,0,1160,500,10
6,34,4.42,0,1160,450,10
6,35,4.52,0,1160,400,10
6,36,4.32,0,1160,450,10
6,37,4.359999999999999,0,1160,430,10
6,38,4.32,0,1160,500,10
6,39,4.359999999999999,0,1160,480,10
6,40,4.359999999999999,0,1160,480,10
6,41,4.42,0,1160,400,10
6,42,4.359999999999999,0,1160,480,10
6,43,4.62,0,1160,350,10
6,44,4.62,0,1160,350,10
6,45,4.52,0,1160,400,10
6,46,4.42,0,1160,450,10
6,47,4.32,0,1160,450,10
6,48,2.9033333333333333,1,910,330,10
6,49,4.52,0,1160,400,10
6,50,4.52,0,1160,400,10
6,51,4.32,0,1160,450,10
6,52,4.359999999999999,0,1160,350,10
6,53,4.52,0,1160,400,10
6,54,4.359999999999999,0,1160,480,10
6,55,4.46,0,1160,430,10
6,56,2.3866666666666667,11,810,250,10
6,57,4.52,0,1160,400,10
6,58,4.52,0,1160,400,10
6,59,4.62,0,1160,350,10
6,60,4.359999999999999,0,1160,480,10
6,61,3.4733333333333336,1,1150,380,10
6,62,4.52,0,1160,400,10
6,63,4.42,0,1160,450,10
6,64,4.32,0,1160,500,10
6,65,4.52,0,1160,350,10
6,66,4.46,0,1160,430,10
6,67,4.32,0,1160,500,10
6,68,4.42,0,1160,400,10
6,69,4.42,0,1160,400,10
6,70,4.62,0,1160,350,10
6,71,4.52,0,1160,400,10
6,72,4.42,0,1160,350,10
6,73,4.52,0,1160,400,10
6,74,4.390000000000001,0,1160,450,10
6,75,4.359999999999999,0,1160,480,10
6,76,4.32,0,1160,400,10
6,77,4.42,0,1160,400,10
6,78,4.359999999999999,0,1160,350,10
6,79,4.46,0,1160,380,10
6,80,4.5600000000000005,0,1160,380,10
6,81,4.359999999999999,0,1160,480,10
6,82,4.32,0,1160,500,10
6,83,4.32,0,1160,450,10
6,84,4.32,0,1160,500,10
6,85,4.32,0,1160,500,10
6,86,4.32,0,1160,500,10
6,87,4.42,0,1160,450,10
6,88,4.52,0,1160,400,10
6,89,4.52,0,1160,400,10
6,90,4.42,0,1160,400,10
6,91,4.52,0,1160,350,10
6,92,4.359999999999999,0,1160,380,10
6,93,4.32,0,1160,450,10
6,94,4.52,0,1160,400,10
6,95,4.52,0,1160,400,10
6,96,4.62,0,1160,350,10
6,97,4.32,0,1160,500,10
6,98,4.52,0,1160,400,10
6,99,4.52,0,1160,400,10
7,0,4.359999999999999,0,1160,480,10
7,1,4.32,0,1160,500,10
7,2,4.52,0,1160,400,10
7,3,4.52,0,1160,400,10
7,4,4.359999999999999,0,1160,480,10
7,5,4.42,0,1160,400,10
7,6,4.62,0,1160,350,10
7,7,4.359999999999999,0,1160,430,10
7,8,4.42,0,1160,400,10
7,9,4.359999999999999,0,1160,480,10
7,10,4.62,0,1160,350,10
7,11,4.52,0,1160,400,10
7,12,4.5600000000000005,0,1160,380,10
7,13,4.52,0,1160,350,10
7,14,4.46,0,1160,430,10
7,15,2.6966666666666668,8,1080,400,10
7,16,4.52,0,1160,350,10
7,17,4.42,0,1160,450,10
7,18,4.359999999999999,0,1160,430,10
7,19,4.42,0,1160,450,10
7,20,4.52,0,1160,400,10
7,21,4.359999999999999,0,1160,350,10
7,22,4.52,0,1160,350,10
7,23,4.359999999999999,0,1160,480,10
7,24,4.32,0,1160,500,10
7,25,4.42,0,1160,450,10
7,26,4.42,0,1160,400,10
7,27,4.359999999999999,0,1160,480,10
7,28,4.46,0,1160,430,10
7,29,4.52,0,1160,350,10
7,30,4.359999999999999,0,1160,350,10
7,31,4.359999999999999,0,1160,350,10
7,32,4.359999999999999,0,1160,480,10
7,33,4.62,0,1160,350,10
7,34,4.359999999999999,0,1160,480,10
7,35,4.5600000000000005,0,1160,380,10
7,36,4.359999999999999,0,1160,480,10
7,37,4.52,0,1160,400,10
7,38,4.32,0,1160,450,10
7,39,4.359999999999999,0,1160,350,10
7,40,4.359999999999999,0,1160,480,10
7,41,4.359999999999999,0,1160,350,10
7,42,4.52,0,1160,400,10
7,43,4.49,0,1160,400,10
7,44,4.5600000000000005,0,1160,380,10
7,45,4.32,0,1160,500,10
7,46,4.359999999999999,0,1160,480,10
7,47,4.52,0,1160,400,10
7,48,4.359999999999999,0,1160,480,10
7,49,4.46,0,1160,430,10
