Generation,ID,Fitness,Lives lost,Money earned,Money spent,Waves Survived
1,5,2.7142857142857144,0,1160,3340,46
1,6,2.801948051948052,0,1160,3830,46
1,7,1.611904761904762,1,910,3850,46
1,8,2.7435064935064934,0,1160,3850,46
1,9,2.949675324675325,0,1160,3330,46
1,10,2.957792207792208,0,1160,3350,46
1,11,2.8768233387358184,0,1160,2990,46
1,12,2.6720779220779223,0,1160,3340,46
1,13,1.6138303619665046,2,900,3130,46
1,14,2.875,0,1160,3080,46
1,15,2.656168831168831,0,1160,3390,46
1,16,3.012965964343598,0,1160,3080,46
1,17,2.654220779220779,0,1160,4090,46
1,18,2.7467532467532467,0,1160,3490,46
1,19,2.8863636363636362,0,1160,3520,46
1,20,1.9872294372294372,1,910,2670,46
1,21,2.7483766233766236,0,1160,3470,46
1,22,2.7987012987012987,0,1160,3280,46
1,23,2.699675324675325,0,1160,3620,46
1,24,2.9025974025974026,0,1160,3520,46
1,25,1.8263641274986493,1,910,3200,46
1,26,1.8176121015667208,4,880,2450,46
1,27,2.6688311688311686,0,1160,3880,46
1,28,2.8587662337662336,0,1160,3510,46
1,29,2.553571428571429,0,1160,4200,46
1,30,1.6804112554112556,1,910,3450,46
1,31,2.625,0,1160,3970,46
1,32,2.7698541329011346,0,1160,3750,46
1,33,1.3967585089141004,9,830,2620,46
1,34,1.5927489177489178,1,910,3850,46
1,35,2.8198051948051948,0,1160,3550,46
1,36,2.5977272727272727,0,1160,4160,46
1,37,1.8651515151515152,1,910,2810,46
1,38,2.8051948051948052,0,1160,3820,46
1,39,2.9902755267423013,0,1160,3020,46
1,40,2.5487012987012987,0,1160,4530,46
1,41,2.8766233766233764,0,1160,3600,46
1,42,2.8298217179902756,0,1160,3580,46
1,43,1.6653679653679654,2,1140,3360,46
1,44,2.886547811993517,0,1160,3340,46
1,45,1.557034632034632,1,910,3750,46
1,46,2.7467532467532467,0,1160,3950,46
1,47,2.7857142857142856,0,1160,3120,46
1,48,2.7743506493506493,0,1160,3850,46
1,49,2.6948051948051948,0,1160,3400,46
1,50,2.616883116883117,0,1160,4220,46
1,51,2.7633711507293355,0,1160,3470,46
1,52,2.8181818181818183,0,1160,3020,46
1,53,2.404220779220779,0,1160,4480,46
1,54,2.9188311688311686,0,1160,3040,46
1,55,3.0032467532467533,0,1160,3210,46
1,56,1.8992424242424244,1,910,2930,46
1,57,2.7126623376623376,0,1160,4040,46
1,58,2.8896103896103895,0,1160,3560,46
1,59,2.1054112554112554,1,910,2440,46
1,60,2.961038961038961,0,1160,3210,46
1,61,3.12987012987013,0,1160,2820,46
1,62,1.7076839826839827,1,910,3650,46
1,63,2.631818181818182,0,1160,3950,46
1,64,2.892857142857143,0,1160,3170,46
1,65,2.4318181818181817,0,1160,4920,46
1,66,2.66461038961039,0,1160,3680,46
1,67,2.678571428571429,0,1160,3450,46
1,68,1.8814694759589412,1,910,2900,46
1,69,2.8508914100486225,0,1160,3400,46
1,70,1.5908008658008659,1,910,3630,46
1,71,2.779220779220779,0,1160,3850,46
1,72,2.4237012987012987,0,1160,4600,46
1,73,1.4875541125541125,10,820,2310,46
1,74,2.394805194805195,0,1160,4840,46
1,75,1.712878787878788,1,910,2890,46
1,76,1.4879524581307402,7,850,2950,46
1,77,2.803571428571429,0,1160,3300,46
1,78,2.780844155844156,0,1160,3830,46
1,79,1.6054112554112554,1,910,3980,46
1,80,2.737012987012987,0,1160,4030,46
1,81,1.8765151515151515,1,910,3000,46
1,82,2.799025974025974,0,1160,3410,46
1,83,1.9690476190476192,1,910,2860,46
1,84,3.0454545454545454,0,1160,2960,46
1,85,1.6983252296056186,1,910,3270,46
1,86,2.7012987012987013,0,1160,3250,46
1,87,2.821428571428571,0,1160,3230,46
1,88,1.5843073593073593,1,910,3570,46
1,89,2.9448051948051948,0,1160,3390,46
1,90,2.642857142857143,0,1160,3560,46
1,91,2.4334415584415585,0,1160,4950,46
1,92,2.909090909090909,0,1160,3450,46
1,93,2.845779220779221,0,1160,3550,46
1,94,2.6022727272727275,0,1160,4000,46
1,95,2.9805194805194803,0,1160,3280,46
1,96,2.667207792207792,0,1160,4230,46
1,97,2.685064935064935,0,1160,3050,46
1,98,1.9076839826839826,1,910,2670,46
1,99,2.6477272727272725,0,1160,3780,46
2,0,2.594155844155844,0,1160,4470,46
2,1,1.7856060606060606,1,910,3000,46
2,2,2.892857142857143,0,1160,3550,46
2,3,2.8346839546191247,0,1160,3630,46
2,4,2.9724025974025974,0,1160,3160,46
2,5,2.6801948051948052,0,1160,4190,46
2,6,2.9448051948051948,0,1160,3390,46
2,7,3.038961038961039,0,1160,2970,46
2,8,2.7727272727272725,0,1160,3920,46
2,9,2.8181818181818183,0,1160,3780,46
2,10,2.75,0,1160,3940,46
2,11,2.75974025974026,0,1160,3960,46
2,12,2.8717532467532467,0,1160,3520,46
2,13,2.900974025974026,0,1160,3130,46
2,14,2.762987012987013,0,1160,3850,46
2,15,3.0876623376623376,0,1160,2900,46
2,16,2.9123376623376624,0,1160,3440,46
2,17,2.857142857142857,0,1160,3660,46
2,18,2.8198051948051948,0,1160,3660,46
2,19,1.8393300918422475,1,910,3160,46
2,20,2.9448051948051948,0,1160,3390,46
2,21,2.8555194805194803,0,1160,3170,46
2,22,2.9204545454545454,0,1160,3200,46
2,23,2.687012987012987,0,1160,4030,46
2,24,2.7775974025974026,0,1160,3760,46
2,25,2.8685064935064934,0,1160,3530,46
2,26,1.9057359307359307,1,910,2910,46
2,27,2.5,0,1160,4200,46
2,28,1.9576839826839827,1,910,2850,46
2,29,2.814935064935065,0,1160,3790,46
2,30,2.7698541329011346,0,1160,3880,46
2,31,2.739059967585089,0,1160,3960,46
2,32,2.9675324675324677,0,1160,3320,46
2,33,2.737012987012987,0,1160,3930,46
2,34,2.461912479740681,0,1160,4270,46
2,35,3.012987012987013,0,1160,3180,46
2,36,1.640909090909091,3,890,3060,46
2,37,2.9025974025974026,0,1160,3470,46
2,38,2.8279220779220777,0,1160,3370,46
2,39,2.862012987012987,0,1160,3460,46
2,40,2.75,0,1160,3810,46
2,41,1.827922077922078,3,890,2620,46
2,42,2.7564935064935066,0,1160,3970,46
2,43,1.8992424242424244,1,910,3010,46
2,44,1.818073593073593,1,910,3100,46
2,45,2.8506493506493507,0,1160,3680,46
2,46,2.896103896103896,0,1160,3540,46
2,47,2.925324675324675,0,1160,3020,46
2,48,2.8051948051948052,0,1160,3770,46
2,49,2.5811688311688314,0,1160,4130,46
2,50,3.025974025974026,0,1160,3140,46
2,51,2.6006493506493507,0,1160,4400,46
2,52,2.008008658008658,1,910,2740,46
2,53,2.928571428571429,0,1160,3440,46
2,54,2.925324675324675,0,1160,3450,46
2,55,2.9334415584415585,0,1160,3330,46
2,56,2.571428571428571,0,1160,4540,46
2,57,3.0194805194805197,0,1160,3030,46
2,58,2.853896103896104,0,1160,3620,46
2,59,2.9188311688311686,0,1160,3090,46
2,60,3.071428571428571,0,1160,3000,46
2,61,2.779220779220779,0,1160,3520,46
2,62,1.7582928146947596,1,910,3460,46
2,63,2.654220779220779,0,1160,4240,46
2,64,2.6985413290113454,0,1160,3970,46
2,65,1.728138528138528,7,850,2260,46
2,66,2.853896103896104,0,1160,3670,46
2,67,1.8391774891774892,1,910,3210,46
2,68,2.9594155844155843,0,1160,3330,46
2,69,2.88474025974026,0,1160,3480,46
2,70,3.2204213938411668,0,1160,2490,46
2,71,2.6385737439222043,0,1160,4190,46
2,72,1.9170995670995672,1,910,2970,46
2,73,2.909090909090909,0,1160,3500,46
2,74,2.961038961038961,0,1160,3210,46
2,75,1.9479437229437229,1,910,2910,46
2,76,2.9724025974025974,0,1160,3290,46
2,77,2.8376623376623376,0,1160,3720,46
2,78,2.701782820097245,0,1160,3960,46
2,79,3.1620745542949757,0,1160,2490,46
2,80,3.0568181818181817,0,1160,2950,46
2,81,2.824959481361426,0,1160,3580,46
2,82,3.073051948051948,0,1160,2980,46
2,83,2.8688311688311687,0,1160,3450,46
2,84,3.038961038961039,0,1160,3100,46
2,85,2.8993506493506493,0,1160,3530,46
2,86,2.941653160453809,0,1160,3350,46
2,87,3.0324675324675328,0,1160,3120,46
2,88,2.755267423014587,0,1160,3860,46
2,89,3.155844155844156,0,1160,2740,46
2,90,2.8198051948051948,0,1160,3570,46
2,91,2.737012987012987,0,1160,4030,46
2,92,3.0811688311688314,0,1160,2970,46
2,93,3.038897893030794,0,1160,3000,46
2,94,2.4613636363636364,0,1160,4750,46
2,95,3.0940032414910856,0,1160,2750,46
2,96,2.707792207792208,0,1160,4120,46
2,97,1.2682900432900435,11,810,2470,46
2,98,2.7646103896103895,0,1160,3900,46
2,99,2.9983766233766236,0,1160,3160,46
3,0,3.0777957860615883,0,1160,2750,46
3,1,1.9739177489177488,1,910,2750,46
3,2,1.8196969696969698,1,910,3320,46
3,3,3.012987012987013,0,1160,3180,46
3,4,3.0226904376012964,0,1160,2970,46
3,5,1.8648298217179904,3,890,2600,46
3,6,2.837987012987013,0,1160,3270,46
3,7,1.71107509454349,2,900,2900,46
3,8,2.87987012987013,0,1160,3530,46
3,9,2.042099567099567,1,910,2410,46
3,10,1.9382034632034633,1,910,2910,46
3,11,3.1136363636363633,0,1160,2870,46
3,12,1.7936147186147187,2,900,2760,46
3,13,2.0240950837385197,1,910,2590,46
3,14,2.9837662337662336,0,1160,3270,46
3,15,3.0324675324675328,0,1160,3120,46
3,16,2.9545454545454546,0,1160,3360,46
3,17,1.732034632034632,1,910,3460,46
3,18,3.0227272727272725,0,1160,3100,46
3,19,3.0194489465153973,0,1160,2980,46
3,20,2.8184764991896274,0,1160,3680,46
3,21,2.9967585089141004,0,1160,3000,46
3,22,3.188311688311688,0,1160,2640,46
3,23,2.8573743922204216,0,1160,3230,46
3,24,2.5925324675324677,0,1160,3900,46
3,25,1.7102106969205835,6,860,2530,46
3,26,3.161038961038961,0,1160,2700,46
3,27,2.9431818181818183,0,1160,3380,46
3,28,3.142857142857143,0,1160,2780,46
3,29,2.9837662337662336,0,1160,3220,46
3,30,3.0227272727272725,0,1160,3020,46
3,31,3.0811688311688314,0,1160,2970,46
3,32,2.7938311688311686,0,1160,3840,46
3,33,2.042099567099567,1,910,2410,46
3,34,3.103896103896104,0,1160,2900,46
3,35,3.048622366288493,0,1160,2790,46
3,36,3.012965964343598,0,1160,3000,46
3,37,3.042207792207792,0,1160,3040,46
3,38,1.874986493787142,1,910,2970,46
3,39,3.107142857142857,0,1160,2890,46
3,40,2.979220779220779,0,1160,2920,46
3,41,2.974025974025974,0,1160,3300,46
3,42,2.0274891774891772,1,910,2550,46
3,43,2.9805510534846027,0,1160,3230,46
3,44,2.9415584415584415,0,1160,3220,46
3,45,2.987012987012987,0,1160,3260,46
3,46,1.6926406926406927,5,870,2750,46
3,47,2.8311688311688314,0,1160,3650,46
3,48,3.163961038961039,0,1160,2490,46
3,49,2.88474025974026,0,1160,3510,46
3,50,3.0324675324675328,0,1160,3120,46
3,51,3.012987012987013,0,1160,3050,46
3,52,3.163961038961039,0,1160,2700,46
3,53,2.857142857142857,0,1160,3280,46
3,54,2.9805510534846027,0,1160,3100,46
3,55,2.8068181818181817,0,1160,3720,46
3,56,2.788961038961039,0,1160,3490,46
3,57,2.970779220779221,0,1160,3310,46
3,58,3.081037277147488,0,1160,2920,46
3,59,3.071428571428571,0,1160,3000,46
3,60,3.025974025974026,0,1160,3140,46
3,61,3.0811688311688314,0,1160,2970,46
3,62,2.9805510534846027,0,1160,3100,46
3,63,3.1525974025974026,0,1160,2750,46
3,64,1.9658008658008659,1,910,2820,46
3,65,3.0584415584415585,0,1160,3040,46
3,66,2.0419913419913422,2,1140,2660,46
3,67,1.80995670995671,1,910,3220,46
3,68,1.5428417071853051,8,840,2600,46
3,69,3.029220779220779,0,1160,3000,46
3,70,2.0323593073593074,1,910,2520,46
3,71,2.935064935064935,0,1160,3280,46
3,72,2.9967585089141004,0,1160,2800,46
3,73,2.928571428571429,0,1160,3440,46
3,74,2.625,0,1160,4330,46
3,75,1.9658008658008659,1,910,2820,46
3,76,3.0876623376623376,0,1160,2820,46
3,77,2.9157212317666126,0,1160,3300,46
3,78,2.6363636363636362,0,1160,4290,46
3,79,2.075958941112912,1,1150,2540,46
3,80,2.9546191247974067,0,1160,3260,46
3,81,2.9415584415584415,0,1160,3400,46
3,82,3.1620745542949757,0,1160,2490,46
3,83,3.038961038961039,0,1160,2970,46
3,84,2.7970779220779223,0,1160,3830,46
3,85,3.0226904376012964,0,1160,3050,46
3,86,2.9074675324675323,0,1160,2980,46
3,87,1.9417612101566721,1,910,2440,46
3,88,2.8993506493506493,0,1160,3530,46
3,89,2.6737012987012987,0,1160,4210,46
3,90,1.9576839826839827,1,910,2880,46
3,91,2.9853896103896105,0,1160,3170,46
3,92,2.8944805194805197,0,1160,3530,46
3,93,3.0876623376623376,0,1160,2820,46
3,94,2.821428571428571,0,1160,3390,46
3,95,3.103896103896104,0,1160,2790,46
3,96,3.0373376623376624,0,1160,3010,46
3,97,3.0064935064935066,0,1160,3200,46
3,98,2.760129659643436,0,1160,3860,46
3,99,3.0745542949756888,0,1160,2940,46
4,0,3.1623376623376624,0,1160,2720,46
4,1,3.061688311688312,0,1160,3030,46
4,2,3.0892857142857144,0,1160,2930,46
4,3,3.071428571428571,0,1160,3000,46
4,4,1.5755411255411254,7,850,2750,46
4,5,2.988961038961039,0,1160,3200,46
4,6,3.0649350649350646,0,1160,2800,46
4,7,3.198051948051948,0,1160,2560,46
4,8,2.9545454545454546,0,1160,3120,46
4,9,3.038961038961039,0,1160,2970,46
4,10,3.0665584415584415,0,1160,2790,46
4,11,2.8198051948051948,0,1160,3300,46
4,12,1.9657482441923284,1,910,2540,46
4,13,3.107142857142857,0,1160,2890,46
4,14,3.1623376623376624,0,1160,2720,46
4,15,2.9564935064935067,0,1160,2950,46
4,16,3.016233766233766,0,1160,3170,46
4,17,1.8294372294372294,1,910,3020,46
4,18,3.0226904376012964,0,1160,2920,46
4,19,3.018506493506494,0,1160,3100,46
4,20,3.2012987012987013,0,1160,2600,46
4,21,2.8474025974025974,0,1160,3690,46
4,22,1.9187229437229436,1,910,3000,46
4,23,2.9954545454545456,0,1160,3210,46
4,24,1.8341991341991344,2,900,2800,46
4,25,3.0649350649350646,0,1160,3020,46
4,26,2.9626623376623376,0,1160,3240,46
4,27,2.8944805194805197,0,1160,2900,46
4,28,3.0844155844155843,0,1160,2960,46
4,29,2.7970779220779223,0,1160,3830,46
4,30,2.0047619047619047,1,910,2750,46
4,31,3.0227272727272725,0,1160,3150,46
4,32,2.9220779220779223,0,1160,3330,46
4,33,2.8506493506493507,0,1160,3550,46
4,34,3.1525974025974026,0,1160,2750,46
4,35,3.0603896103896107,0,1160,2880,46
4,36,1.9008658008658008,1,910,2900,46
4,37,2.935064935064935,0,1160,3420,46
4,38,3.1720779220779223,0,1160,2310,46
4,39,3.008116883116883,0,1160,2970,46
4,40,3.1525974025974026,0,1160,2750,46
4,41,3.094155844155844,0,1160,2930,46
4,42,1.663852813852814,1,910,3740,46
4,43,2.853896103896104,0,1160,3670,46
4,44,2.807142857142857,0,1160,3310,46
4,45,3.1801948051948052,0,1160,2490,46
4,46,3.1185064935064934,0,1160,2760,46
4,47,2.9481361426256076,0,1160,3200,46
4,48,2.097294372294372,1,910,2340,46
4,49,2.845779220779221,0,1160,3680,46
4,50,2.06482683982684,1,910,2340,46
4,51,2.961038961038961,0,1160,3310,46
4,52,2.8344155844155843,0,1160,3350,46
4,53,3.1525974025974026,0,1160,2750,46
4,54,2.9305194805194805,0,1160,3410,46
4,55,3.0649350649350646,0,1160,2890,46
4,56,3.163961038961039,0,1160,2490,46
4,57,2.9967532467532467,0,1160,3230,46
4,58,3.051863857374392,0,1160,2830,46
4,59,3.258116883116883,0,1160,2360,46
4,60,3.008116883116883,0,1160,3180,46
4,61,3.107142857142857,0,1160,2890,46
4,62,3.107142857142857,0,1160,2710,46
4,63,2.9188311688311686,0,1160,3410,46
4,64,2.0745670995670995,1,910,2440,46
4,65,3.0165584415584417,0,1160,3130,46
4,66,2.8733766233766236,0,1160,3430,46
4,67,3.086223662884927,0,1160,2880,46
4,68,3.071428571428571,0,1160,2870,46
4,69,3.1772727272727272,0,1160,2650,46
4,70,2.928571428571429,0,1160,3440,46
4,71,3.0051948051948054,0,1160,3180,46
4,72,2.9512987012987013,0,1160,3370,46
4,73,3.161038961038961,0,1160,2700,46
4,74,2.8603896103896105,0,1160,2890,46
4,75,3.188311688311688,0,1160,2640,46
4,76,2.8690437601296597,0,1160,3370,46
4,77,2.163852813852814,1,910,2260,46
4,78,3.0811688311688314,0,1160,2970,46
4,79,2.970779220779221,0,1160,3310,46
4,80,3.0925324675324672,0,1160,2710,46
4,81,2.6801948051948052,0,1160,3760,46
4,82,3.0032467532467533,0,1160,3080,46
4,83,2.925324675324675,0,1160,3450,46
4,84,3.0064935064935066,0,1160,3150,46
4,85,3.051948051948052,0,1160,2950,46
4,86,3.131818181818182,0,1160,2760,46
4,87,3.161038961038961,0,1160,2700,46
4,88,1.9559523809523809,2,1140,2770,46
4,89,3.090909090909091,0,1160,2890,46
4,90,3.163961038961039,0,1160,2700,46
4,91,3.1620745542949757,0,1160,2490,46
4,92,2.970779220779221,0,1160,2820,46
4,93,2.961038961038961,0,1160,3100,46
4,94,2.9334415584415585,0,1160,3200,46
4,95,2.9642857142857144,0,1160,3200,46
4,96,3.0925324675324672,0,1160,2920,46
4,97,2.9025974025974026,0,1160,3470,46
4,98,2.9431818181818183,0,1160,3250,46
4,99,1.9252164502164502,1,910,2520,46
5,0,3.1493506493506493,0,1160,2640,46
5,1,2.957792207792208,0,1160,2970,46
5,2,2.0226190476190475,1,910,2510,46
5,3,3.0214285714285714,0,1160,3130,46
5,4,2.780844155844156,0,1160,3880,46
5,5,3.2954545454545454,0,1160,2310,46
5,6,3.12012987012987,0,1160,2720,46
5,7,3.1285714285714286,0,1160,2800,46
5,8,2.764935064935065,0,1160,3920,46
5,9,3.0357142857142856,0,1160,3080,46
5,10,3.0779220779220777,0,1160,2600,46
5,11,3.1477272727272725,0,1160,2540,46
5,12,2.949675324675325,0,1160,2720,46
5,13,1.902539168017288,1,910,2790,46
5,14,3.1233766233766236,0,1160,2790,46
5,15,1.9185064935064935,3,890,2570,46
5,16,3.1623376623376624,0,1160,2720,46
5,17,3.102597402597403,0,1160,2830,46
5,18,3.12012987012987,0,1160,2850,46
5,19,3.229220779220779,0,1160,2490,46
5,20,3.0925324675324672,0,1160,2920,46
5,21,1.93982683982684,1,910,2870,46
5,22,3.135064935064935,0,1160,2780,46
5,23,3.0487012987012987,0,1160,2310,46
5,24,1.7915584415584416,6,1100,2410,46
5,25,3.1623376623376624,0,1160,2720,46
5,26,3.1477272727272725,0,1160,2750,46
5,27,3.0214285714285714,0,1160,3130,46
5,28,1.9739177489177488,1,910,2750,46
5,29,1.8127498649378715,4,880,2470,46
5,30,3.258116883116883,0,1160,2360,46
5,31,2.8603896103896105,0,1160,3600,46
5,32,2.8603896103896105,0,1160,3600,46
5,33,3.12012987012987,0,1160,2850,46
5,34,3.042207792207792,0,1160,2710,46
5,35,3.1493506493506493,0,1160,2710,46
5,36,3.1512987012987015,0,1160,2730,46
5,37,3.0649350649350646,0,1160,3020,46
5,38,3.082792207792208,0,1160,2740,46
5,39,3.2694805194805197,0,1160,2390,46
5,40,2.6834415584415585,0,1160,3370,46
5,41,3.163961038961039,0,1160,2490,46
5,42,3.1102106969205834,0,1160,2700,46
5,43,3.1688311688311686,0,1160,2650,46
5,44,2.9107142857142856,0,1160,3480,46
5,45,3.1850649350649354,0,1160,2600,46
5,46,1.88008658008658,1,910,3080,46
5,47,3.163961038961039,0,1160,2490,46
5,48,3.0863636363636364,0,1160,2800,46
5,49,2.051839826839827,1,910,2590,46
5,50,3.0064935064935066,0,1160,2770,46
5,51,3.0324675324675328,0,1160,3070,46
5,52,3.2743506493506493,0,1160,2360,46
5,53,2.9220779220779223,0,1160,3460,46
5,54,3.2061688311688314,0,1160,2570,46
5,55,3.2532467532467533,0,1160,2390,46
5,56,3.137987012987013,0,1160,2780,46
5,57,3.258116883116883,0,1160,2360,46
5,58,3.1055194805194803,0,1160,2670,46
5,59,3.1737012987012987,0,1160,2540,46
5,60,3.1620745542949757,0,1160,2490,46
5,61,3.161038961038961,0,1160,2700,46
5,62,2.982142857142857,0,1160,2540,46
5,63,3.1623376623376624,0,1160,2720,46
5,64,3.0162074554294973,0,1160,2940,46
5,65,3.031168831168831,0,1160,3100,46
5,66,3.1772727272727272,0,1160,2650,46
5,67,3.103896103896104,0,1160,2900,46
5,68,2.0161255411255414,1,910,2290,46
5,69,3.188311688311688,0,1160,2640,46
5,70,2.0294372294372294,1,910,2090,46
5,71,3.2954545454545454,0,1160,2310,46
5,72,3.0876623376623376,0,1160,2950,46
5,73,3.135064935064935,0,1160,2780,46
5,74,3.012987012987013,0,1160,3180,46
5,75,3.1233766233766236,0,1160,2840,46
5,76,3.042207792207792,0,1160,3040,46
5,77,2.9837662337662336,0,1160,3270,46
5,78,3.12987012987013,0,1160,2390,46
5,79,3.1217532467532467,0,1160,2700,46
5,80,3.12987012987013,0,1160,2770,46
5,81,2.9708265802269045,0,1160,3000,46
5,82,3.2012987012987013,0,1160,2600,46
5,83,3.2532467532467533,0,1160,2310,46
5,84,2.0435440302539165,1,1150,2640,46
5,85,2.991883116883117,0,1160,3180,46
5,86,3.042207792207792,0,1160,3090,46
5,87,2.7775974025974026,0,1160,3760,46
5,88,3.163961038961039,0,1160,2700,46
5,89,3.1396103896103895,0,1160,2790,46
5,90,3.0227272727272725,0,1160,3150,46
5,91,3.0194805194805197,0,1160,3110,46
5,92,3.050324675324675,0,1160,2890,46
5,93,3.163961038961039,0,1160,2490,46
5,94,3.0376623376623377,0,1160,3080,46
5,95,3.1620745542949757,0,1160,2490,46
5,96,3.103896103896104,0,1160,2900,46
5,97,3.188311688311688,0,1160,2640,46
5,98,3.0405844155844157,0,1160,2920,46
5,99,3.0243506493506493,0,1160,2920,46
6,0,3.1006493506493507,0,1160,2780,46
6,1,3.1266233766233764,0,1160,2750,46
6,2,3.142857142857143,0,1160,2390,46
6,3,2.904220779220779,0,1160,3500,46
6,4,3.13474025974026,0,1160,2360,46
6,5,3.12987012987013,0,1160,2820,46
6,6,3.211038961038961,0,1160,2490,46
6,7,3.2532467532467533,0,1160,2390,46
6,8,3.1948051948051948,0,1160,2620,46
6,9,3.258116883116883,0,1160,2360,46
6,10,3.2743506493506493,0,1160,2360,46
6,11,3.0636363636363635,0,1160,3000,46
6,12,2.962987012987013,0,1160,3310,46
6,13,2.8262987012987013,0,1160,3560,46
6,14,1.7151515151515153,7,850,2290,46
6,15,3.142857142857143,0,1160,2600,46
6,16,1.779112554112554,1,910,3350,46
6,17,2.896103896103896,0,1160,3030,46
6,18,3.0324675324675328,0,1160,3070,46
6,19,2.1995670995670995,1,1150,2310,46
6,20,3.2435064935064934,0,1160,2470,46
6,21,3.031168831168831,0,1160,3050,46
6,22,3.229220779220779,0,1160,2490,46
6,23,3.116883116883117,0,1160,2860,46
